,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
137,HINOJOSA ENGINEERING INC,108 W 18TH ST,,MISSION,TX,78572,9/30/2019,9/8/2000,9565810143,NS,908,,www.,hengineering.com
138,"HORIZON STRUCTURAL SYSTEMS, INC.",3950 HWY 46 W STE 200,,NEW BRAUNFELS,TX,78132,9/30/2020,9/8/2000,830 629 8000,NS,911,,www.,horizonstructural.com
139,James T Rodriguez Consulting Engineers Inc,412 W Rhapsody Dr,,San Antonio,TX,78216-3110,9/30/2019,9/8/2000,210 496 0960,NS,917,,www.,linkedin.com
140,JOHN M COTTERELL PE INC,4525 MCCRARY RD,,RICHMOND,TX,77406,9/30/2019,9/8/2000,281-496-6666,SP,922,,www.,manta.com
141,"Kennedy Consulting, Inc.",205 E University Ave,Suite 450,Georgetown,TX,78626,9/30/2019,9/8/2000,512 864 2833,NS,926,,www.,dnb.com
142,KIMLEY-HORN & ASSOCIATES INC,421 FAYETTEVILLE STREET,SUITE 600,RALEIGH,NC,27601,9/30/2019,9/8/2000,919 677 2000,NS,928,,www.,kimley-horn.com
143,"RPS Infrastructure, Inc. DBA RPS","20405 Tomball Parkway, Ste. 200",,HOUSTON,TX,77070,9/30/2020,9/8/2000,281-448-6188,NS,929,,www.,rpsins.com
144,"Lea + Elliott, Inc DBA Lea + Elliott, Inc","2505 N State Hwy 360, #750",,Grand Prairie,TX,75050,9/30/2019,9/8/2000,972 890 9800,NS,936,,www.,leaelliott.com
145,LG Environmental Engineering,1025 Woodbury Falls Drive,,Nashville,FL,37221,9/30/2019,9/8/2000,4074163430,SP,937,,www.,facebook.com
146,"Lucien T. Vivien, Jr. & Associates, Inc.",P O Box 9460,,Metairie,LA,70055-9460,9/30/2020,9/8/2000,504 218 5409,NS,938,,www.,vivienengineers.com
147,MARTIN SACHNIK PE,2405 Copper Sky Dr.,,Pearland,TX,77584,9/30/2020,9/8/2000,281-809-5805,SP,940,,www.,address.mylife.com
148,MARVIN E BEASLEY PE DBA JDS CONSULTING,5206 BRAESVALLEY DR,,HOUSTON,TX,77096-2545,9/30/2019,9/8/2000,713 662 3083,SP,941,,www.,bels.alabama.gov
149,MAXWELL ENGINEERING PLLC,911 PANORAMA DR,,KERRVILLE,TX,78028,9/30/2020,9/8/2000,8308950032,SP,943,,www.,linkedin.com
150,MCCLESKEY CONSULTING INC,26500 AGOURA RD - PMB 564,,CALABASAS,CA,91302,9/30/2019,9/8/2000,818-880-6253,SP,944,,www.,manta.com
151,"Nelson Architectural Engineers, Inc. DBA Nelson Forensics","2740 Dallas Parkway, Suite 220",,Plano,TX,75093,9/30/2020,9/8/2000,469-429-9000,NS,950,,www.,nelsonforensics.com
152,NICHOLAS CONSULTING GROUP INC,600 N MARIENFELD STE 390,,MIDLAND,TX,79701,9/30/2020,9/8/2000,4325708093,NS,951,,www.,thencg.com
153,NTB ASSOCIATES INC,525 Louisiana Ave.,,Shreveport,LA,71101,9/30/2020,9/8/2000,3182269199,NS,955,,www.,ntbainc.com
154,OWENS FORENSIC ENGINEERING INC,10215 BRIAR DR,,HOUSTON,TX,77042,9/30/2020,9/8/2000,713 829 1113,SP,956,,www.,owensforensic.com
155,Page Southerland Page LLP DBA PageSoutherlandPage,Attn:  Mechelle Strange,"1800 Main Street, Suite 123",Dallas,TX,75201,9/30/2020,9/8/2000,214-522-3900,NS,958,,www.,pagethink.com
156,"PaveTex Engineering, LLC","1500 Broadway, Suite 1117",,Lubbock,TX,79401,9/30/2019,9/8/2000,8068538693,NS,961,,www.,pavetex.com
157,"Stokes & Associates, Inc.",P. O. Box 1114,,Henderson,TX,75653-1114,9/30/2019,9/8/2000,903 657 7558,NS,967,,www.,stokesandassociates.com
158,TDIndustries Inc,13850 Diplomat Drive,,Dallas,TX,75234,9/30/2020,9/8/2000,9728889500,NS,968,,www.,tdindustries.com
159,K C ENGINEERING INC,705 N HWY 281 ,STE 103,MARBLE FALLS,TX,78654,9/30/2020,9/15/2000,8306935635,NS,977,,www.,kcengineering.com
160,Jimmy L Laurence PE,421 Wilma Dr,,Corpus Christi,TX,78412,9/30/2019,9/15/2000,3615630461,SP,978,,www.,mylife.com
161,"Arcadis CE, Inc.",Attn: Kim Lasnicki,"110 West Fayette St., Suite 300",Syracuse,NY,13202,9/30/2019,9/15/2000,315-671-9132,NS,979,,www.,opengovus.com
162,Pond Robinson & Associates LP,2591 Dallas Pky Ste 500,,Frisco,TX,75034,9/30/2019,9/15/2000,9727326400,NS,984,,www.,pondrobinson.com
163,Michael D Porter PE,1111 Hermann Drive #20C,,Houston,TX,77004,9/30/2019,9/15/2000,7135261992,SP,985,,www.,linkedin.com
164,"POWER Engineers, Incorporated",PO BOX 1066,,HAILEY,ID,83333,9/30/2020,9/15/2000,2087883456,NS,988,,www.,powereng.com
165,PROGRESSIVE ENGINEERING SERVICES LLC,31950 OAK RIDGE PKY,,BULVERDE,TX,78163,9/30/2020,9/15/2000,210-827-9998,NS,992,,www.,manta.com
166,THE RAYMOND CORPORATION CONSULTING ENGINEERS,32938 Tamina Rd,# 101,Magnolia,TX,77354,9/30/2020,9/15/2000,281-440-7211,NS,997,,www.,manta.com
167,SUMMATION ENTERPRISE LP DBA SYSTEM ENGINEERING & LABORATORIES (SEAL),12785 STATE HWY 64 E,,TYLER,TX,75707,9/30/2019,9/15/2000,18006240905,NS,998,,www.,sealcorp.com
168,TARPLEY ENGINEERING,308 S HARDING STREET,,BRECKENRIDGE,TX,76424-4118,9/30/2019,9/15/2000,2545595323,SP,1000,,www.,engineerunion.org
169,WOOLPERT INC,4454 IDEA CENTER BLVD.,Attn: Colinda Shields,DAYTON,OH,45430,9/30/2019,9/15/2000,937-461-5660,NS,1001,,www.,opencorporates.com
170,Adams Consulting Engineers Inc DBA Adams Engineering,8951 Cypress Waters Blvd,Suite 150,Dallas,TX,75019,9/30/2020,9/22/2000,8173283200,NS,1002,,www.,adams-engineering.com
171,AGNEW ASSOCIATES INC,13033 QUAKER AVE.,SUITE A,LUBBOCK,TX,79423,9/30/2019,9/22/2000,806-799-0753,NS,1005,,www.,agnewassociates.com
172,"Alderson & Associates, Inc.",7700 Torino #101,,San Antonio,TX,78229,9/30/2019,9/22/2000,2106141110,NS,1008,,www.,alderson-inc.com
173,ALPHA CONSULTING ENGINEERS INC,"10609 IH-10 West, Suite 203",,SAN ANTONIO,TX,78230,9/30/2020,9/22/2000,2102273647,NS,1010,,www.,alphaconsultingengineers.com
174,AQUA ENGINEERING INC,375 E Horsetooth Raod,"Bldg., 2-202",FORT COLLINS,CO,80525,9/30/2020,9/22/2000,9702299668,NS,1012,,www.,aquaengineering.com
175,"A2H, Inc.",3009 Davies Plantation Rd,,Lakeland,TN,38002,9/30/2019,9/22/2000,901-372-0404,NS,1013,,www.,a2h.com
176,"Atkinson Engineering, Inc.",809 Ridge View Dr,,Leander,TX,78641-2959,9/30/2020,9/22/2000,512-528-6058,NS,1016,,www.,atkinsonusa.com
177,AUBREY L WESSON PE,PO BOX 501096,,INDIANAPOLIS,IN,46250-6096,9/30/2019,9/22/2000,3178267974,SP,1017,,www.,linkedin.com
178,AUSTIN CIVIL ENGINEERING INC,9501B Manchaca Rd Suite 220,,AUSTIN,TX,78748,9/30/2020,9/22/2000,512 306 0018,NS,1018,,www.,austincivil.com
179,B J MEHTA INC,754 TIMBERHILL,,HOUSTON,TX,77024,9/30/2020,9/22/2000,713-320-2140,SP,1023,,www.,manta.com
180,"B P Huddleston & Co., Inc. DBA Huddleston & Co., Inc.","9805 Katy Freeway, Ste. 500",,Houston,TX,77024,9/30/2020,9/22/2000,7132091100,NS,1024,,www.,huddlestonco.com
181,"BAKER, W.E., INC.",15217 S Padre island Dr. Suite  203,,Corpus Christi,TX,78418,9/30/2019,9/22/2000,361-949-7711,SP,1025,,www.,mapquest.com
182,Basharkhah Engineering Inc,13101 Preston Road,Suite 601,Dallas,TX,75240-5232,9/30/2019,9/22/2000,214-659-9000,NS,1026,,www.,beitexas.com
183,BAUGH CONSULTING ENGINEERS INC,19210 Cohen Green Ln,,Houston,TX,77094,9/30/2019,9/22/2000,713-419-8683,SP,1028,,www.,manta.com
184,"GRINER ENGINEERING, INC.",3125 5th Ave N,Suite 300,ST PETERSBURG,FL,33713,9/30/2020,9/22/2000,727-822-2335,NS,1033,,www.,grinerengineers.com
185,"Big ""D"" Engineering",P. O. Box 721025,,Mcallen,TX,78504,9/30/2019,9/22/2000,9569603201,SP,1034,,www.,linkedin.com
186,"Keith R. Marsh, P.E.",2201 Oak Knoll Court,,Colleyville,TX,76034-4488,9/30/2020,9/22/2000,817 925 7528,SP,1037,,www.,engineerlookup.com
187,"BARD, RAO + ATHANAS CONSULTING ENGINEERS, LLC DBA BARD, RAO + ATHANAS CONSULTING ENGINEERS, PLLC",10 Guest Street,,Boston,MA,2135,9/30/2020,9/22/2000,617 925 8202,NS,1042,,www.,brplusa.com
188,"Britt, Peters & Associates, Inc.",P. O. Box 336,,Greenville,SC,29602,9/30/2020,9/22/2000,864 271 8869,NS,1045,,www.,brittpeters.com
189,"BGE, Inc. DBA Brown & Gay Engineers, Inc.","10777 Westheimer Rd., Ste. 400",,Houston,TX,77042,9/30/2019,9/22/2000,281-558-8700,NS,1046,,www.,bgeinc.com
190,CARPENTER WRIGHT ENGINEERS PLLC,1940 Air Lane Drive,Suite 200,NASHVILLE,TN,37210,9/30/2019,9/22/2000,6157820100,NS,1053,,www.,linkedin.com
191,CBK SOILS ENGINEERING INC,2108 ENTERPRISE BLVD,,LAKE CHARLES,LA,70601,9/30/2019,9/22/2000,337 494 1239,SP,1056,,www.,engineerunion.org
192,CHANDLER ENGINEERING & DEVELOPMENT,391 DIANA LN,,STEPHENVILLE,TX,76401-1679,9/30/2019,9/22/2000,2549686796,SP,1059,,www.,chandlereng.com
193,CHARLES I MCGINNIS PE,1904 PATRIOTS COLONY DR.,,WILLIAMSBURG,VA,23188-1420,9/30/2020,9/22/2000,757-208-0255,SP,1060,,www.,linkedin.com
194,CHICA & ASSOCIATES INC,505 ORLEANS STE 106,,BEAUMONT,TX,77701,9/30/2020,9/22/2000,4098334343,NS,1062,,www.,chica-assoc.com
195,CHRISTY/COBB INC,2320 HIGHLAND AVE SOUTH STE 100,,BIRMINGHAM,AL,35205,9/30/2019,9/22/2000,2059331080,NS,1064,,www.,christycobb.com
196,CHUBB ENGINEERING LLC,PO BOX 605,,PARSONS,KS,67357,9/30/2020,9/22/2000,6204213351,NS,1065,,www.,chubbengineering.com
197,"Cimarron Capital, Inc. DBA Soltero Resources",7127 Hillgreen Dr,,Dallas,TX,75214,9/30/2020,9/22/2000,2143362864,SP,1066,,www.,linkedin.com
198,CLEARY BUILDING CORP,PO BOX 930220,,VERONA,WI,53593,9/30/2020,9/22/2000,6088459700,NS,1067,,www.,clearybuilding.com
199,"CME Testing & Engineering, Inc.",320 Graham Rd,,College Station,TX,77845,9/30/2019,9/22/2000,979-690-3600,NS,1068,,www.,cmetesting.com
200,COASTAL BEND CONSULTANTS INC,2808 Traylor Blvd,,Rockport,TX,78382,9/30/2020,9/22/2000,7134555792,NS,1069,,www.,manta.com
201,"Compliance Services Group, Inc.","5202 County Road 7350, Ste. A",,Lubbock,TX,79424,9/30/2020,9/22/2000,806 748 0040,NS,1070,,www.,csg.net
202,COMPREHENSIVE ENGINEERING SOLUTIONS INC,319 S 1st St.,,Temple,TX,76504,9/30/2019,9/22/2000,254 742 2050,NS,1071,,www.,ces-texas.com
203,CORBETT TECHNOLOGY,2801 B CARDINAL DR,,MANCHACA,TX,78652,9/30/2019,9/22/2000,512415-3744,SP,1073,,www.,yellowpages.com
204,Counsilman/Hunsaker & Associates Inc DBA Counsilman/Hunsaker,10733 Sunset Office Drive,Suite 400,St. Louis,MO,63127,9/30/2019,9/22/2000,3148941245,NS,1075,,www.,counsilmanhunsaker.com
205,"Custom Engineering, Inc. DBA Custom MEP Engineering, Inc.",12760 E. US Hwy. 40,,Independence,MO,64055-5927,9/30/2020,9/22/2000,8163501473,NS,1080,,www.,customengr.com
206,DAN GREEN ENGINEERING INC,3230 Triangle Dr,,SALEM,OR,97302,9/30/2019,9/22/2000,5033912309,NS,1082,,www.,facebook.com
207,DAVID A BRADSHAW,5401 72ND ST,,LUBBOCK,TX,79424,9/30/2019,9/22/2000,806 798 3388,SP,1084,,www.,linkedin.com
208,STEITLE TRAFFIC ENGINEERING INC,20770 US HIGHWAY 281 N,STE 108-435,SAN ANTONIO,TX,78258-7500,9/30/2020,9/22/2000,2103669458,SP,1085,,www.,opencorporates.com
209,DAVID GRISSOM CONSULTING ENGINEER,10802 VICKIJOHN CT,,HOUSTON,TX,77071,9/30/2020,9/22/2000,7139747569,SP,1086,,www.,angieslist.com
210,"Deaton Engineering, Inc.",P O Box 5063,,Georgetown,TX,78627,9/30/2019,9/22/2000,512 930 9908,NS,1089,,www.,deatonengineering.com
211,Dekker/Perich/Sabatini Ltd,7601 Jefferson NE Ste 100,,Albuquerque,NM,87109,9/30/2020,9/22/2000,5057619700,NS,1092,,www.,dpsdesign.org
212,"DEL RIO ENGINEERING, INC.",PO BOX 220251,,EL PASO,TX,79913,9/30/2019,9/22/2000,915 833 2400,NS,1093,,www.,delrioengineering.net
213,DETAIL DESIGN INC,12125 ANN LANE,,HOUSTON,TX,77064,9/30/2020,9/22/2000,281 890 4715,NS,1097,,www.,detaildesigninc.com
214,DICKERSON ENGINEERING INC,3343 N Ridge Avenue,,Arlington Heights,IL,60004,9/30/2019,9/22/2000,8479660290,NS,1098,,www.,dei-pe.com
215,DLR GROUP INC,6457 Frances St,Suite 200,OMAHA,NE,68106-2280,9/30/2019,9/22/2000,402-972-4084,NS,1099,,www.,dlrgroup.com
216,DLR GROUP INC OF KANSAS,6457 Frances St.,Suite 200,Omaha,KS,68106-2280,9/30/2019,9/22/2000,402-972-4084,NS,1100,,www.,dlrgroup.com
217,DLR GROUP INC OF TEXAS,6457 Frances St,Suite 200,OMAHA,TX,68106-2280,9/30/2019,9/22/2000,402-972-4084,NS,1101,,www.,dlrgroup.com
218,DON RAY GEORGE & ASSOCIATES INC DBA DON RAY GEORGE & ASSOCIATES,1604 Rio Grande Street,,Austin,TX,78703,9/30/2020,9/22/2000,5124761245,NS,1104,,www.,drgainc.com
219,DOUGLAS D LEE & ASSOCIATES,6150 FOXGLOVE COURT,,FT. WORTH,TX,76112,9/30/2020,9/22/2000,817-457-7030,SP,1106,,www.,porch.com
220,FM ADVISORS INC DBA DREBELBIS ENGINEERING,2909 COLE AVE STE 100,,DALLAS,TX,75204-1304,9/30/2019,9/22/2000,214-468-8118,SP,1110,,www.,drebelbisengineering.com
221,DUCKS UNLIMITED INC,c/o 193 Business Park Drive,Suite E,Ridgeland,MS,39157,9/30/2020,9/22/2000,601-956-1936,NS,1112,,www.,ducks.org
222,DUKE ELECTRIC CO INC,PO BOX 267,,AMARILLO,TX,79105,9/30/2020,9/22/2000,8063766248,NS,1113,,www.,dukeelec.com
223,Dunaway Associates LP,"550 Bailey Avenue, Ste. 400",,Fort Worth,TX,76107,9/30/2020,9/22/2000,817-335-1121,NS,1114,,www.,dunawayassociates.com
224,Dunham Associates Inc,50 South Sixth St Ste 1100,,Minneapolis,MN,55402,9/30/2019,9/22/2000,6124657550,NS,1115,,www.,dunhameng.com
225,E. E. Runyan Petroleum Engineers,P O box 51588,,Midland,TX,79710,9/30/2020,9/22/2000,432 682 7375,SP,1121,,www.,linkedin.com
226,TONY HUMPHREY DBA TONY HUMPHREY ENGINEERING,893 COUNTY RD 3068,,KIRBYVILLE,TX,75956,9/30/2020,9/22/2000,4094233351,SP,1124,,www.,buildzoom.com
227,"Eby Engineers, Inc.",P. O. Box 926037,,Houston,TX,77292-6037,9/30/2019,9/22/2000,713 957 0788,NS,1127,,www.,facebook.com
228,EE CONSULTANTS INC,301 JACKSON ST STE 204,,ALEXANDRIA,LA,71301,9/30/2020,9/22/2000,3184458870,NS,1134,,www.,bbb.org
229,ELLIOTT & HUGHES INC,1001 WEST EULESS BLVD ,SUITE 212,EULESS,TX,76040,9/30/2020,9/22/2000,817 267 1303,NS,1139,,www.,business.heb.org
230,"ENCON INTERNATIONAL, INC",7307 REMCON STE 103,,EL PASO,TX,79912,9/30/2020,9/22/2000,915 833 3740,NS,1140,,www.,enconinternational.com
231,Encotech Engineering Consultants Inc,8500 Bluffstone Cove,Suite B-103,Austin,TX,78759,9/30/2020,9/22/2000,512-338-1101,NS,1141,,www.,encotechengineering.com
232,"EnDeCo Engineers, Inc.",P. O. Box 6319,,Shreveport,LA,71136,9/30/2019,9/22/2000,9039359369,NS,1142,,www.,endeco.net
233,"EnSite USA, Inc.",3100 S. Gessner,Suite 400,Houston,TX,77063,9/30/2020,9/22/2000,713-456-7880,NS,1143,,www.,ensiteusa.com
234,"Engineering Concepts & Design, L. P.","201 Windco Circle, Ste 200",,Wylie,TX,75098,9/30/2020,9/22/2000,9729418400,NS,1145,,www.,ecdlp.com
235,ENGINEERING DESIGN & TESTING CORP,PO BOX 8027,,COLUMBIA,SC,29202,9/30/2019,9/22/2000,803-796-6975,NS,1147,,www.,edtengineers.com
236,ENGINEERING DYNAMICS INC,16117 UNIVERSITY OAK,,SAN ANTONIO,TX,78249,9/30/2019,9/22/2000,210 492 9100,NS,1148,,www.,engdyn.com
237,Engineering Systems Inc,Attn  Linda Taboada,6230 Regency Parkway,Norcross,GA,30071,9/30/2020,9/22/2000,6789903284,NS,1149,,www.,engsys.com
238,Enprotec/Hibbs and Todd Inc,P O Box 3097,,Abilene,TX,79604,9/30/2020,9/22/2000,325-698-5560,NS,1151,,www.,e-ht.com
239,ESDM INC,PO BOX 9599,,THE WOODLANDS,TX,77387,9/30/2019,9/22/2000,2814443300,NS,1153,,www.,thebluebook.com
240,Everett Griffith Jr & Associates Inc,P O Box 1746,,Lufkin,TX,75902,9/30/2020,9/22/2000,9366345528,NS,1156,,www.,everettgriffith.com
241,FITTZ & SHIPMAN INC.,1405 CORNERSTONE COURT,,BEAUMONT,TX,77706,9/30/2020,9/22/2000,409 832 7238,NS,1160,,www.,fittzshipman.com
242,Fluid Systems Inc.,12244 Rathmore Dr.,,El Paso,TX,79928,9/30/2019,9/22/2000,915 856 9420,NS,1161,,www.,mapquest.com
243,FORD ENGINEERING INC,10927 WYE DR STE 104,,SAN ANTONIO,TX,78217,9/30/2019,9/22/2000,210 590 4777,NS,1162,,www.,fordengineering.com
244,FORENSIC ENGINEERS INC,9930 SHADOW WOOD DR.,,HOUSTON,TX,77080,9/30/2020,9/22/2000,713-468-8100,SP,1163,,www.,edtengineers.com
245,Fratto Engineering Inc DBA FEI,"2201 N Collins St, #295",,Arlington,TX,76011,9/30/2019,9/22/2000,817 461 2337,NS,1166,,www.,linkedin.com
246,FREDERICK J DENNICK JR PE DBA F J DENNICK JR PE,402 GLADEVIEW DR,,ROUND ROCK,TX,78681-4917,9/30/2019,9/22/2000,512-915-7298,SP,1168,,www.,tceq.texas.gov
247,"FWT, LLC",P. O. Box 8597,,Ft. Worth,TX,76124-0597,9/30/2019,9/22/2000,8172553060,NS,1170,,www.,dnb.com
248,Gala Engineering Inc,7975 Stage Hills Blvd Ste 5,,Memphis,TN,38133,9/30/2019,9/22/2000,9013848400,NS,1173,,www.,members.memphischamber.com
249,GARY S SWINDELL & ASSOCIATES,333- B Barnes Bridge Rd.,,Sunnyvale,TX,75182,9/30/2019,9/22/2000,214-987-0070,SP,1175,,www.,gswindell.com
250,GBC Design Inc,565 White Pond Drive,,Akron,OH,44320-1123,9/30/2020,9/22/2000,3308360228,NS,1177,,www.,gbcdesign.com
251,SNC-Lavalin Engineers & Constructors Inc,"919 Milam, Suite 1000",,Houston,TX,77002,9/30/2020,9/22/2000,8322946055,NS,1178,,www.,snclavalin.com
252,GeoSyntec Consultants Inc,"900 Broken Sound Pkwy, NW",Suite 200,Boca Raton,TX,33487,9/30/2020,9/22/2000,561-995-0900,NS,1182,,www.,geosyntec.com
253,DAE & Associates Ltd DBA Geotech Engineering and Testing,17407 US Highway 59 North,,Houston,TX,77396,9/30/2020,9/22/2000,7136994000,NS,1183,,www.,geotecheng.com
254,GGC Engineers Inc,11215 Morning Court,,San Antonio,TX,78213,9/30/2020,9/22/2000,2104954745,NS,1184,,www.,manta.com
255,GIBBENS DRAKE SCOTT INC,9201 E 63RD STE 100,,RAYTOWN,MO,64133,9/30/2019,9/22/2000,8163581790,NS,1185,,www.,gdsengr.com
256,GIL ENGINEERING ASSOCIATES INC,506 E BRAKER LN,,AUSTIN,TX,78753-2751,9/30/2019,9/22/2000,5128354203,NS,1186,,www.,gilengineering.com
257,"Grace, Shursen, Moore & Associates, Inc.",PO Box 50790,,Amarillo,TX,79159,9/30/2020,9/22/2000,806 358 6894,NS,1190,,www.,gsm-inc.com
258,KASPER/GRAHAM & ASSOCIATES INC DBA GRAHAM ASSOCIATES INC,600 SIX FLAGS DR STE 500,CENTERPORT III,ARLINGTON,TX,76011-6396,9/30/2019,9/22/2000,817 640 8535,NS,1191,,www.,grahamcivil.com
259,GREEN ENVIRONMENTAL CONSULTING INC,10322 Ivyridge Rd,,Houston,TX,77043-4214,9/30/2019,9/22/2000,7139328950,NS,1192,,www.,manta.com
260,GREGORY L STARK PE,3204 GRETA CT,,COLLEGE STATION,TX,77845,9/30/2020,9/22/2000,979-218-0156,SP,1194,,www.,linkedin.com
261,Griffin Consulting,P. O. Box 218257,,Houston,TX,77218-8257,9/30/2019,9/22/2000,281 347 9551,SP,1197,,www.,manta.com
262,GROUNDWATER SERVICES INC DBA GSI ENVIRONMENTAL INC,2211 NORFOLK STE 1000,,HOUSTON,TX,77098,9/30/2020,9/22/2000,7135226300,NS,1198,,www.,gsi-net.com
263,GSM Consulting Inc DBA GSM Inc,P O Box 50790,,Amarillo,TX,79159,9/30/2020,9/22/2000,806 358 6894,NS,1201,,www.,gsm-inc.com
264,GULRICH ENGINEERING INC,1452 Bobing Drive,,Lewisville,TX,75067,9/30/2019,9/22/2000,9729486971,SP,1203,,www.,manta.com
265,H&M Mechanical Constructors Inc DBA H&M Industrial EPC,5820 Center Street,,Pasadena,TX,77505,9/30/2019,9/22/2000,2819308711,NS,1206,,www.,hm-ec.com
266,"H & M ARCHITECTS/ENGINEERS, INC.",50 SECURITY DR,,JACKSON,TN,38305,9/30/2019,9/22/2000,731-664-6300,NS,1207,,www.,hmcompany.com
267,"Paige Engineering DBA H.G. LEHMAN, III P.E.",7818 VILLAGE OAK DR,,SAN ANTONIO,TX,78233,9/30/2019,9/22/2000,210-687-7298,SP,1212,,www.,paigeeng.com
268,H L MCCRACKEN COMPANY,1331 OAKHURST,,WICHITA FALLS,TX,76302,9/30/2020,9/22/2000,9407678432,NS,1213,,www.,manta.com
269,Ortega Engineering PLLC DBA Ortega Engineering,901 W. Lee St. STE D,,Pharr,TX,78577,9/30/2020,9/22/2000,9566181111,NS,1215,,www.,mapquest.com
270,HALDOR TOPSOE INC,17629 EL CAMINO REAL STE 300,,HOUSTON,TX,77058,9/30/2019,9/22/2000,281 228 5000,NS,1217,,www.,topsoe.com
271,HARGIS ENGINEERS INC,"1201 Third Avenue, Suite 600",,SEATTLE,WA,98101,9/30/2019,9/22/2000,206-448-3376,NS,1220,,www.,linkedin.com
272,Harley Ellis Devereaux Corporation,26913 Northwestern Hwy,Suite #200,Southfield,MI,48033,9/30/2019,9/22/2000,248-262-1500,NS,1221,,www.,bloomberg.com
273,HARRINGTON ENGINEERING INC,PO BOX 140447,,DALLAS,TX,75214,9/30/2020,9/22/2000,2148249324,NS,1224,,www.,manta.com
